objectID;food_type;stars_count;reviews_count;neighborhood;phone_number;price_range;dining_style
108976;Steakhouse;4.4;207;Hyde Park;(845) 473-2333;$31 to $50;Casual Elegant
4035;Japanese;4.4;1882;Midtown West;(212) 921-3330;$31 to $50;Casual Elegant
94261;Seafood;4.3;130;Bronx;(718) 885-0300;$31 to $50;Fine Dining
88639;Greek;4.5;26;Astoria;(718) 938-2240;$30 and under;Casual Dining
60793;Steakhouse;4.4;130;Stamford;(203) 325-9979;$31 to $50;Fine Dining
58585;Steak;4.2;324;Midtown West;(212) 564-4803;$31 to $50;Casual Dining
115357;American;4.0;73;Wappinger Falls;(845) 297-7625;$30 and under;Casual Dining
102115;Italian;4.2;1094;Midtown West;(212) 967-9251;$30 and under;Casual Elegant
100168;Contemporary American;3.9;62;White Plains;(914) 989-4921;$30 and under;Fine Dining
61915;Fondue;4.5;611;Darien;(203) 656-4774;$31 to $50;Casual Elegant
150871;Mediterranean;4.4;203;Ridgewood;(201) 444-4910;$31 to $50;Casual Elegant
306;Italian;4.5;1645;SoHo;(212) 965-9511;$31 to $50;Casual Elegant
84658;Indian;4.1;72;Gramercy / Flatiron;(212) 684-6842;$30 and under;Casual Dining
112954;Italian;4.5;161;Clifton;(973) 661-2435;$30 and under;Casual Elegant
138616;Italian;4.4;48;Huntington;(631) 367-6360;$31 to $50;Casual Dining
73315;Contemporary American;4.4;337;East Village;(212) 529-9702;$30 and under;Casual Dining
98041;Mediterranean;4.1;246;Midtown East;(212) 684-0215;$30 and under;Casual Elegant
104029;Italian;4.0;140;Upper East Side;(212) 702-9898;$30 and under;Casual Dining
102586;American;4.0;5;Theater District / Times Square;(212) 757-4100;$30 and under;Casual Dining
38155;Lebanese;3.9;287;Midtown East;(212) 759-5933;$31 to $50;Fine Dining
95122;Italian;4.0;21;Harrison;(914) 835-2535;$31 to $50;Casual Dining
79990;American;4.4;2254;Garden City;(516) 248-5252;$30 and under;Casual Elegant
63748;Italian;4.3;231;Huntington;(631) 271-2253;$31 to $50;Casual Dining
64360;Italian;3.9;382;Gramercy / Flatiron;(212) 352-1700;$31 to $50;Casual Elegant
49918;Indian;4.2;551;Midtown East;(212) 888-0820;$31 to $50;Fine Dining
110293;Comfort Food;3.9;42;Upper West Side;(212) 579-3194;$30 and under;Casual Dining
95971;Mediterranean;4.6;135;Freehold;(732) 761-0900;$30 and under;Casual Dining
54055;Steakhouse;4.4;367;Hauppauge;(631) 979-7676;$31 to $50;Casual Elegant
85645;Japanese;4.7;161;Lower East Side;(212) 777-7253;$31 to $50;Casual Elegant
80287;Seafood;3.9;511;Princeton;(609) 919-1179;$30 and under;Casual Elegant
111985;Italian;4.7;106;Randolph;(973) 584-4607;$30 and under;Casual Dining
58072;Italian;4.3;701;Upper East Side;(212) 831-1402;$31 to $50;Home Style
103345;American;4.1;70;Greenwich Village;(212) 691-3252;$30 and under;Casual Dining
53155;Italian;4.3;475;Port Chester;(914) 937-2236;$31 to $50;Fine Dining
5734;French American;4.2;957;Rockefeller Center Midtown;(212) 974-2020;$31 to $50;Casual Elegant
59842;Italian;4.4;178;Greenwich Village;(212) 675-9080;$30 and under;Casual Dining
2409;Seafood;4.1;3367;Theater District / Times Square;(212) 354-1717;$31 to $50;Casual Elegant
4832;Steakhouse;4.3;849;East Norwich;(516) 922-2500;$50 and over;Casual Elegant
45151;Japanese;4.0;244;Midtown East;(212) 688-5941;$31 to $50;Casual Dining
79531;Italian;4.1;163;Rochester;(585) 264-1300;$30 and under;Casual Dining
105739;Mexican;4.1;24;Upper West Side;(212) 864-1143;$30 and under;Casual Dining
39937;Steak;4.5;488;Hartford / West Hartford;(860) 676-9463;$31 to $50;Fine Dining
111523;Mediterranean;4.3;26;NoLita;(646) 666-0114;$31 to $50;Casual Dining
106144;Italian;4.6;137;Kings Park;(631) 269-2600;$30 and under;Casual Dining
72034;Italian;4.1;59;Upper East Side;(212) 249-6093;$30 and under;Casual Dining
95812;Italian;4.0;39;Jersey City;(201) 420-4823;$30 and under;Casual Dining
40807;Italian;4.4;491;Farmington;(860) 674-1224;$31 to $50;Casual Elegant
86815;Italian;4.0;67;White Plains;(914) 948-3281;$30 and under;Casual Dining
5533;Contemporary American;4.1;812;Midtown East;(212) 872-1275;$50 and over;Fine Dining
5606;Italian;4.1;855;Theater District / Times Square;(212) 245-1707;$31 to $50;Casual Dining
30520;Mexican;4.0;657;SoHo;(212) 277-4300;$31 to $50;Casual Dining
2721;American;4.1;211;North Bergen;(201) 861-7767;$31 to $50;Casual Elegant
75;American;4.0;671;Midtown West;(212) 484-5120;$31 to $50;Casual Elegant
16996;Seafood;4.4;944;Old Saybrook;(860) 395-5577;$30 and under;Casual Elegant
6666;Indian;4.2;283;Midtown East;(212) 339-0090;$31 to $50;Fine Dining
108346;Italian;4.5;200;Buffalo;(716) 650-5566;$31 to $50;Casual Elegant
21073;Seafood;4.3;890;Huntington;(631) 385-9255;$31 to $50;Casual Elegant
118168;Mediterranean;4.2;41;Forest Hills;(718) 544-4600;$30 and under;Fine Dining
96214;Contemporary American;4.2;188;West Village;(917) 566-7400;$31 to $50;Casual Elegant
115621;Contemporary French / American;4.4;130;Greenwich Village;(212) 933-1080;$30 and under;Casual Dining
47125;American;4.3;1713;Armonk;(914) 730-0001;$31 to $50;Casual Elegant
17713;American;4.5;771;Cold Spring Harbor;(631) 367-6060;$31 to $50;Fine Dining
65758;American;4.4;364;West Village;(212) 727-1170;$31 to $50;Casual Dining
129217;Contemporary American;4.7;172;Poughkeepsie;(845) 452-3501;$31 to $50;Fine Dining
95107;Italian;4.2;362;SoHo;(212) 966-9288;$30 and under;Casual Dining
38920;Mediterranean;4.6;475;Great Neck;(516) 466-5666;$31 to $50;Casual Elegant
93754;Italian;4.0;196;Gramercy / Flatiron;(212) 448-1116;$30 and under;Casual Elegant
31924;Italian;4.4;717;Midtown East;(212) 207-1902;$31 to $50;Casual Elegant
104674;Italian;4.5;151;Berkeley Heights;(908) 665-5905;$30 and under;Casual Elegant
77257;Contemporary American;4.4;816;Midtown East;(212) 682-3562;$31 to $50;Casual Elegant
113734;Southern;3.9;220;South Norwalk;(203) 956-7171;$30 and under;Casual Dining
49417;American;4.5;2180;Murray Hill;(212) 729-9790;$31 to $50;Casual Elegant
40939;Italian;4.3;542;Princeton;(609) 688-8515;$31 to $50;Casual Elegant
104488;Mexican;4.6;139;Jersey City;(201) 333-0001;$30 and under;Casual Dining
78136;Sushi;3.8;64;Columbus Circle;(212) 586-9888;$30 and under;Casual Dining
36682;Greek;4.7;201;Bay Ridge;(718) 748-9891;$31 to $50;Casual Elegant
52453;Steakhouse;3.9;476;Midtown West;(212) 736-3353;$31 to $50;Casual Elegant
83491;Italian;4.1;79;Warren;(732) 667-7400;$31 to $50;Casual Elegant
71902;Contemporary American;4.4;176;Pound Ridge;(914) 764-0200;$31 to $50;Casual Elegant
41734;Latin American;4.3;679;Chelsea;(212) 929-1200;$31 to $50;Casual Elegant
92008;Italian;4.5;89;Rockville Centre;(516) 764-0800;$30 and under;Casual Dining
98002;Thai;4.3;49;Williamsburg;(718) 218-6644;$30 and under;Casual Dining
85390;Italian;4.5;761;Upper East Side;(212) 888-6333;$30 and under;Casual Dining
77779;Argentinean;4.2;97;Forest Hills;(718) 268-9606;$31 to $50;Casual Elegant
68572;American;3.9;103;Midtown West;(212) 760-0072;$31 to $50;Casual Elegant
108232;Contemporary American;4.5;50;Gowanus;(718) 576-3360;$31 to $50;Casual Elegant
51244;Italian;4.4;205;Bronx;(718) 409-9069;$31 to $50;Casual Elegant
13372;Steak;4.4;1336;Midtown East;(212) 697-5198;$50 and over;Fine Dining
118897;Kosher;4.7;5;Great Neck;(516) 487-4455;$31 to $50;Casual Elegant
41680;Italian;4.5;566;West Village;(212) 414-5774;$31 to $50;Casual Elegant
57439;Italian;4.0;536;Upper West Side;(212) 724-1400;$31 to $50;Casual Elegant
37894;Pan-Asian;4.1;531;Long Island City;(718) 289-6118;$31 to $50;Casual Dining
94114;Italian;4.3;181;Princeton;(609) 497-2774;$31 to $50;Casual Elegant
111406;Contemporary Italian;4.4;392;Bay Head;(732) 892-1555;$31 to $50;Casual Dining
19141;Argentinean;4.3;219;SoHo;(212) 925-4706;$31 to $50;Casual Dining
112546;Regional Mexican;4.3;94;Lower East Side;(212) 777-2600;$31 to $50;Casual Dining
105253;Italian;4.8;307;St. James;(631) 584-3518;$31 to $50;Casual Dining
13693;Contemporary French;4.0;1514;Midtown West;(212) 245-2214;$31 to $50;Fine Dining
108289;French;4.0;278;Midtown West;(212) 244-0440;$30 and under;Casual Dining
67705;Greek;4.2;281;Upper East Side;(212) 628-9100;$31 to $50;Casual Elegant
106087;American;4.1;46;Schenectady;(518) 344-5120;$30 and under;Casual Dining
676;Steakhouse;4.4;699;Bayside;(718) 229-1100;$31 to $50;Casual Elegant
82747;Italian;4.6;214;Westbury;(516) 334-0022;$31 to $50;Fine Dining
102514;Mediterranean;3.6;67;Rockefeller Center Midtown;(212) 332-7630;$30 and under;Casual Dining
73615;French;4.4;597;Upper West Side;(212) 496-0458;$31 to $50;Casual Elegant
79702;Italian;4.3;116;Floral Park;(516) 352-7418;$31 to $50;Casual Dining
20197;American;4.3;4079;Midtown East;(212) 517-2233;$31 to $50;Casual Elegant
106816;Thai;4.3;80;Upper East Side;(212) 888-2899;$31 to $50;Fine Dining
103858;American;4.6;219;Saratoga Springs;(518) 871-1473;$30 and under;Casual Elegant
100417;Indian;4.2;121;Lower East Side;(212) 777-7729;$30 and under;Casual Dining
44074;Italian;4.4;451;Hawthorne;(973) 423-4433;$31 to $50;Casual Elegant
43783;Asian;4.2;1369;Midtown East;(212) 808-8110;$31 to $50;Casual Elegant
63865;Italian;4.3;266;Upper East Side;(212) 517-3118;$31 to $50;Casual Dining
36496;Contemporary American;3.8;184;Milford;(203) 878-1910;$31 to $50;Casual Dining
104587;Italian;4.2;188;Bronx;(718) 584-1188;$31 to $50;Casual Elegant
102823;French;4.5;354;SoHo;(212) 965-9100;$31 to $50;Casual Dining
73135;Contemporary American;4.2;133;Floral Park;(516) 775-9004;$31 to $50;Casual Dining
83341;Contemporary American;4.2;477;Beacon;(845) 765-8369;$30 and under;Casual Elegant
102238;Comfort Food;4.5;48;Astoria;(718) 777-0913;$30 and under;Casual Dining
111412;American;4.3;165;Morristown;(973) 267-7425;$30 and under;Casual Dining
109261;Contemporary American;4.1;96;Foxwoods;(860) 312-2253;$30 and under;Casual Dining
24778;Mexican;4.2;624;Hackensack;(201) 489-9100;$31 to $50;Casual Dining
3545;Contemporary American;4.4;607;Morristown;(973) 451-2619;$31 to $50;Casual Elegant
106633;American;4.4;174;Putnam Valley;(845) 526-1200;$31 to $50;Casual Dining
77527;Contemporary American;4.2;419;Glastonbury;(860) 430-9989;$30 and under;Casual Elegant
110206;German;4.1;45;East Village;(212) 780-0300;$30 and under;Casual Dining
106687;American;4.4;447;Rochester;(585) 340-6454;$30 and under;Casual Elegant
100249;Contemporary American;4.2;160;Riverhead;(631) 369-3325;$30 and under;Casual Elegant
4492;Seafood;4.4;284;Staten Island;(718) 447-7679;$31 to $50;Casual Elegant
102817;American;4.3;436;Midtown West;(212) 729-0277;$30 and under;Casual Dining
46576;Italian;4.3;306;West Village;(212) 604-9254;$31 to $50;Casual Elegant
13954;Southwest;3.3;236;Rockefeller Center Midtown;(212) 265-8824;$31 to $50;Casual Dining
97837;Indian;4.0;143;TriBeCa - Downtown;(212) 766-4900;$30 and under;Casual Dining
102103;Italian;4.1;190;Midtown West;(212) 819-1155;$30 and under;Casual Dining
35893;Seafood;4.1;1242;Murray Hill;(212) 986-8080;$31 to $50;Casual Dining
25384;Indian;4.1;281;Midtown East;(212) 983-0000;$31 to $50;Casual Dining
16819;Mexican / Southwestern;4.2;362;Upper East Side;(212) 734-1600;$30 and under;Casual Dining
107194;Contemporary American;4.4;451;Edgewater;(201) 943-1900;$31 to $50;Casual Elegant
108871;Contemporary American;4.5;91;Beacon;(845) 440-0050;$30 and under;Casual Elegant
96478;American;4.2;71;Midtown West;(212) 521-6125;$31 to $50;Casual Elegant
111298;Contemporary European;4.4;168;Lake George;(518) 644-7094;$50 and over;Casual Elegant
97276;Italian;4.5;261;Clinton Hill;(718) 622-9202;$31 to $50;Casual Elegant
74584;Italian;4.4;205;Forest Hills;(718) 268-7860;$31 to $50;Casual Elegant
65746;Contemporary American;4.5;336;Southport;(203) 307-4222;$31 to $50;Casual Elegant
7868;French;4.4;1730;SoHo;(212) 965-1414;$31 to $50;Casual Dining
20917;Italian;4.2;419;TriBeCa - Downtown;(212) 625-3333;$31 to $50;Casual Elegant
5920;Italian;4.4;2632;Theater District / Times Square;(212) 315-0980;$31 to $50;Casual Elegant
57079;Italian;4.5;183;SoHo;(212) 343-0999;$31 to $50;Casual Elegant
105580;Indian;3.2;29;Montclair;(973) 744-0377;$30 and under;Fine Dining
5905;American;4.4;1006;Huntington;(631) 421-6900;$31 to $50;Casual Dining
117370;American;3.9;68;Albany;(518) 694-3122;$30 and under;Casual Dining
149734;Italian;4.5;127;TriBeCa - Downtown;(212) 227-7074;$31 to $50;Casual Elegant
58891;Spanish;4.0;429;NoLita;(212) 219-0101;$31 to $50;Casual Elegant
60130;Swiss;4.3;750;Theater District / Times Square;(212) 582-9648;$31 to $50;Casual Dining
105370;French;4.1;24;Chelsea;(212) 627-9010;$30 and under;Casual Dining
101026;Greek;4.3;349;Astoria;(718) 777-2187;$30 and under;Casual Elegant
91168;Italian;4.5;92;Bridgewater;(908) 725-9300;$30 and under;Casual Dining
99886;American;3.9;250;North Salem;(914) 669-0121;$31 to $50;Casual Dining
98683;Italian;4.4;54;Little Italy;(212) 775-8484;$30 and under;Casual Dining
78970;Steakhouse;5.0;139;Bay Ridge;(718) 745-3700;$31 to $50;Casual Elegant
94237;Steakhouse;4.2;178;Upper East Side;(212) 517-3800;$30 and under;Casual Dining
43015;Steakhouse;4.6;638;Buffalo;(716) 855-4870;$31 to $50;Casual Dining
102478;Contemporary American;4.4;310;West Village;(212) 337-0404;$31 to $50;Casual Elegant
72937;Contemporary American;4.2;382;Chelsea;(212) 832-4040;$31 to $50;Casual Dining
87889;Contemporary American;4.6;501;Rutherford;(201) 935-2995;$50 and over;Fine Dining
60169;Italian;4.5;399;Upper East Side;(212) 249-2020;$31 to $50;Casual Elegant
112207;Peruvian;4.7;61;Harrison;(914) 630-4646;$30 and under;Casual Elegant
87673;Spanish;4.1;524;Theater District / Times Square;(212) 581-8482;$31 to $50;Casual Dining
87520;Italian;4.2;116;Foxwoods;(800) 369-9663;$30 and under;Fine Dining
78790;Turkish;4.0;2;Sunnyside;(718) 706-0605;$30 and under;Casual Dining
148354;Japanese;4.8;10;TriBeCa - Downtown;(212) 965-0200;$31 to $50;Home Style
2792;Steak;4.4;1066;Midtown West;(212) 947-8940;$31 to $50;Casual Dining
48571;Greek;4.5;520;Elmwood Park;(201) 703-9200;$31 to $50;Casual Elegant
48841;American;4.3;3181;Harlem;(212) 792-9001;$31 to $50;Casual Elegant
76312;Fusion / Eclectic;4.8;6;East Village;(212) 253-1046;$30 and under;Casual Dining
97591;Italian;4.3;151;Union;(908) 964-5850;$31 to $50;Fine Dining
108136;Italian;4.2;115;Marlboro;(732) 577-8288;$31 to $50;Casual Dining
107236;Italian;4.4;32;Port Chester;(914) 939-3450;$31 to $50;Casual Elegant
139387;Contemporary Italian;4.8;112;Staten Island;(718) 987-5859;$30 and under;Casual Dining
112234;Italian;4.3;265;Hartford / West Hartford;(860) 244-9084;$30 and under;Casual Elegant
87523;Steakhouse;4.0;152;Foxwoods;(800) 369-9663;$31 to $50;Fine Dining
118021;American;4.3;143;Stamford;(203) 348-2775;$30 and under;Casual Elegant
59734;Mexican;4.4;983;West Village;(212) 367-0999;$31 to $50;Casual Dining
70681;Italian;4.2;792;Upper West Side;(212) 485-9211;$31 to $50;Casual Dining
61000;Modern European;4.2;252;Manhasset;(516) 365-8422;$31 to $50;Casual Dining
57160;Italian;4.4;224;Williamsburg;(718) 387-0711;$31 to $50;Casual Elegant
104710;Greek;4.4;79;Greenwich;(203) 531-6887;$30 and under;Casual Dining
19306;American;3.8;629;Midtown East;(212) 867-5535;$31 to $50;Casual Elegant
72853;Russian;4.2;200;West Village;(212) 924-8001;$31 to $50;Casual Elegant
14368;American;4.5;898;Rockville Centre;(516) 678-7272;$31 to $50;Casual Elegant
108028;French;4.1;175;Upper West Side;(212) 400-9401;$31 to $50;Casual Dining
117379;Spanish;4.3;247;Princeton;(609) 921-2992;$31 to $50;Casual Elegant
36820;Contemporary American;4.2;996;West Village;(212) 414-3000;$31 to $50;Casual Elegant
100243;Chinese;3.7;77;Great Neck;(516) 829-8883;$30 and under;Casual Elegant
99847;Italian;4.4;99;Old Greenwich;(203) 637-4447;$31 to $50;Casual Elegant
86701;Seafood;4.7;93;Sag Harbor;(631) 725-3400;$31 to $50;Casual Elegant
91888;American;4.6;305;Bedminster;(908) 439-2641;$31 to $50;Casual Elegant
92305;Italian;4.5;645;West Village;(212) 242-1999;$31 to $50;Casual Elegant
95842;German;4.2;41;West Village;(212) 929-4339;$31 to $50;Casual Elegant
67936;Comfort Food;4.3;146;Lawrenceville;(609) 896-5995;$31 to $50;Casual Elegant
55393;Russian;4.4;214;Theater District / Times Square;(212) 757-0168;$31 to $50;Casual Dining
57310;Japanese;4.4;169;East Village;(212) 777-1978;$31 to $50;Casual Dining
108562;Italian;4.7;187;Brooklyn Heights;(718) 576-3588;$31 to $50;Casual Elegant
104716;Greek;4.5;625;Roslyn;(516) 621-3700;$31 to $50;Casual Elegant
36766;Italian;4.4;2661;Gramercy / Flatiron;(212) 777-2410;$31 to $50;Casual Dining
66967;Italian;4.4;846;Saratoga Springs;(518) 580-0025;$30 and under;Casual Elegant
32632;European;3.8;546;Meatpacking District;(212) 645-5369;$31 to $50;Casual Elegant
37768;Italian;4.4;245;East Village;(212) 473-0077;$31 to $50;Casual Dining
74362;Peruvian;4.3;220;Park Slope;(718) 788-8070;$30 and under;Casual Dining
44014;Contemporary French / American;4.2;637;Mamaroneck;(914) 777-2324;$31 to $50;Casual Elegant
73627;Spanish;4.2;127;Newark;(973) 624-3346;$30 and under;Casual Dining
82210;Fondue;4.4;458;Albany;(518) 862-1292;$30 and under;Casual Elegant
81409;Greek;4.4;87;Lower East Side;(212) 777-0116;$30 and under;Casual Dining
73885;American;4.1;167;Midtown West;(212) 586-0756;$30 and under;Casual Dining
103831;American;3.9;102;Midtown East;(212) 967-4000;$30 and under;Casual Dining
103933;Contemporary American;4.2;168;Point Pleasant Beach;(732) 295-0709;$31 to $50;Casual Dining
48904;Contemporary American;4.4;253;Montclair;(973) 233-0800;$31 to $50;Casual Elegant
90538;Mediterranean;4.8;11;West Village;(212) 691-8845;$30 and under;Casual Dining
50815;Italian;4.4;3191;Upper West Side;(212) 359-6500;$31 to $50;Fine Dining
76903;Argentinean;4.4;96;TriBeCa - Downtown;(212) 431-5093;$31 to $50;Casual Elegant
93478;Indian;3.0;18;Greenwich Village;(646) 610-1979;$30 and under;Casual Elegant
100270;Japanese;3.4;28;Upper East Side;(212) 772-7680;$30 and under;Casual Dining
51016;American;4.0;779;Midtown West;(212) 575-5623;$31 to $50;Casual Dining
76810;Korean;4.1;438;Midtown West;(212) 290-2211;$31 to $50;Casual Elegant
32248;American;4.3;327;New Canaan;(203) 966-5200;$31 to $50;Casual Elegant
78457;American;4.0;23;Newark;(973) 643-5560;$30 and under;Casual Dining
75349;Seafood;4.4;259;Bay Shore;(631) 665-6262;$31 to $50;Casual Elegant
75346;American;4.0;364;Theater District / Times Square;(212) 957-4530;$30 and under;Casual Dining
70234;Italian;4.0;123;Hackensack;(201) 880-8750;$30 and under;Casual Elegant
83164;English;4.3;114;Midtown West;(212) 819-1900;$30 and under;Casual Dining
86689;Contemporary American;4.2;307;Bayville;(516) 628-3330;$30 and under;Casual Dining
110548;Southeast Asian;4.3;249;TriBeCa - Downtown;(212) 587-1089;$31 to $50;Casual Elegant
86518;Spanish;4.2;43;Sunset Park;(718) 833-8865;$30 and under;Casual Dining
92527;American;3.9;298;Midtown West;(212) 727-3666;$31 to $50;Casual Elegant
72754;Spanish;4.1;47;Newark;(973) 491-5400;$31 to $50;Casual Dining
67849;American;4.2;1358;Rockefeller Center Midtown;(212) 767-0371;$31 to $50;Casual Dining
13462;Contemporary French;4.6;926;SoHo;(212) 966-3518;$31 to $50;Casual Elegant
62491;Contemporary American;4.5;419;Hartford / West Hartford;(860) 722-5161;$31 to $50;Fine Dining
88498;Organic;4.3;379;Westport;(203) 226-2742;$30 and under;Casual Dining
81772;Pizzeria;3.0;3;Oakhurst;(732) 431-4733;$30 and under;Casual Dining
78148;Japanese;4.2;122;Chelsea;(212) 727-0888;$30 and under;Casual Elegant
3434;Cuban;4.4;1181;Greenwich Village;(212) 420-7878;$30 and under;Casual Dining
75772;Italian;4.3;118;Financial District;(212) 285-0222;$30 and under;Casual Dining
78223;Contemporary American;4.4;157;Cobble Hill;(718) 643-0007;$30 and under;Casual Elegant
150226;Contemporary Indian;3.3;25;Princeton;(609) 497-9500;$31 to $50;Fine Dining
64210;French;4.0;204;SoHo;(212) 431-0021;$30 and under;Casual Dining
32710;Contemporary French;4.4;882;Midtown East;(212) 759-7086;$31 to $50;Casual Elegant
32347;Steakhouse;4.3;879;Foxwoods;(860) 312-8753;$31 to $50;Casual Elegant
95068;Italian;4.0;21;Tappan;(845) 398-1024;$30 and under;Casual Dining
32716;Contemporary American;4.6;2352;Bedminster;(908) 901-9500 e;$31 to $50;Casual Elegant
152095;Irish;4.7;4;Stony Point;(845) 553-9300;$30 and under;Casual Dining
84838;American;4.3;473;Roslyn;(516) 621-1200;$30 and under;Casual Elegant
66787;Latin American;3.7;9;Upper West Side;(212) 222-0098;$30 and under;Casual Dining
34357;American;4.8;1198;Cranford;(908) 276-6600;$31 to $50;Casual Elegant
91225;Fondue;4.4;597;Buffalo;(716) 685-6358;$30 and under;Casual Elegant
31165;Japanese;4.0;409;Gramercy / Flatiron;(646) 428-0989;$31 to $50;Casual Elegant
40942;Italian;4.2;297;Closter;(201) 750-3233;$31 to $50;Casual Elegant
90154;French;4.4;22;Downtown Brooklyn;(718) 855-4200;$30 and under;Casual Dining
76144;French;4.4;21;Williamsburg;(718) 388-6607;$30 and under;Casual Elegant
18784;Seafood;4.1;168;Lincoln Square;(212) 956-1288 e;$31 to $50;Casual Elegant
51646;Mediterranean;4.2;1316;Scarsdale;(914) 725-2900;$31 to $50;Casual Elegant
47848;American;4.4;1081;SoHo;(212) 677-6200;$31 to $50;Home Style
74110;French;4.1;158;Meatpacking District;(212) 488-2110;$31 to $50;Casual Elegant
77635;American;4.4;361;TriBeCa - Downtown;(212) 374-1135;$31 to $50;Casual Dining
92797;Sushi;4.2;264;Chelsea;(212) 989-7889;$30 and under;Casual Dining
102703;Contemporary American;4.8;10;Paramus;(201) 843-7693;$30 and under;Casual Dining
42739;American;4.2;572;Midtown East;(212) 546-5300;$31 to $50;Casual Elegant
43795;Contemporary American;4.6;781;Rhinebeck;(845) 876-3330;$31 to $50;Fine Dining
92605;Italian;4.3;184;Midtown East;(212) 754-5710;$30 and under;Casual Dining
76468;French;4.1;52;Gramercy / Flatiron;(212) 366-4410;$30 and under;Casual Dining
34876;French;3.9;838;Midtown West;(212) 265-0190;$31 to $50;Casual Dining
91396;Thai;4.3;220;Williamsburg;(718) 384-8850;$30 and under;Casual Dining
78991;Contemporary American;4.3;187;Mystic;(860) 536-2662;$30 and under;Casual Elegant
44410;Seafood;4.5;663;Greenwich Village;(212) 260-0100;$31 to $50;Casual Dining
113743;Spanish;4.5;182;Cobble Hill;(718) 422-0065;$30 and under;Casual Dining
52036;Italian;4.5;388;Larchmont;(914) 834-5555;$31 to $50;Casual Dining
101368;Japanese;4.7;114;East Village;(212) 387-9545;$30 and under;Casual Dining
57400;American;4.3;149;Midtown East;(212) 754-9494;$31 to $50;Casual Elegant
104383;Seafood;4.1;43;Lower East Side;(646) 580-5239;$30 and under;Casual Dining
98185;American;4.3;2851;Lincoln Square;(212) 496-5700;$30 and under;Casual Dining
98656;Seafood;4.2;39;Mahopac;(845) 621-2489;$30 and under;Casual Dining
41392;Contemporary American;4.3;683;Mount Kisco;(914) 242-1002;$31 to $50;Casual Elegant
37288;French;4.0;352;Chelsea;(212) 366-4100;$31 to $50;Casual Dining
52456;Tapas / Small Plates;4.5;2925;Lower East Side;(212) 614-0146;$31 to $50;Casual Elegant
32884;Italian;4.5;341;Greenwich;(203) 629-1999;$30 and under;Fine Dining
35497;Italian;4.4;843;Upper East Side;(212) 833-2200;$31 to $50;Casual Elegant
84802;French;4.1;1331;Theater District / Times Square;(212) 354-4397;$31 to $50;Casual Dining
78730;Contemporary American;4.5;1851;Chelsea;(347) 472-5660;$31 to $50;Casual Elegant
107035;Italian;4.8;142;Deer Park;(631) 242-8902;$30 and under;Casual Dining
107512;American;4.2;316;Upper East Side;(212) 249-2222;$30 and under;Casual Elegant
101122;Belgian;4.4;187;Gramercy / Flatiron;(646) 692-9282;$30 and under;Casual Dining
100477;Steak;4.2;536;Red Bank;(732) 450-2427;$30 and under;Casual Dining
75115;American;4.3;181;Jersey City;(201) 839-5818;$30 and under;Casual Elegant
78688;Latin / Spanish;3.8;276;White Plains;(914) 428-5500;$30 and under;Casual Dining
65827;Steakhouse;4.3;372;East Meadow;(516) 222-8400;$31 to $50;Casual Elegant
34081;Contemporary American;4.5;170;Greenport;(631) 477-8882;$31 to $50;Fine Dining
34012;Italian;4.2;3903;Lincoln Square;(212) 595-5330;$31 to $50;Fine Dining
78766;Indian;3.3;17;Rego Park;(718) 997-6800;$31 to $50;Casual Elegant
110899;Contemporary American;3.8;116;River Vale;(201) 391-3195;$30 and under;Casual Dining
107155;Contemporary Indian;4.3;31;Hoboken;(201) 683-9431;$30 and under;Casual Dining
86176;Italian;4.1;276;Belmar;(732) 749-3177;$30 and under;Casual Elegant
62827;Steakhouse;4.6;754;New Brunswick;(732) 247-8585;$31 to $50;Casual Elegant
107479;Contemporary American;4.3;313;Greenwich;(203) 900-1100;$30 and under;Casual Elegant
78316;Steakhouse;4.6;49;Midwood;(718) 627-8325;$31 to $50;Casual Elegant
124;Italian;4.2;1610;Murray Hill;(212) 481-7372;$31 to $50;Fine Dining
124615;Italian;4.6;73;Clifton;(973) 779-3500;$30 and under;Casual Elegant
53191;Italian;4.1;345;Financial District;(212) 699-4096;$31 to $50;Casual Elegant
94117;Argentinean;4.4;581;White Plains;(914) 437-9966;$31 to $50;Fine Dining
38071;Steak;4.9;2512;Buffalo;(716) 636-4900;$31 to $50;Casual Dining
94495;Italian;4.3;213;Westport;(203) 557-9375;$30 and under;Casual Elegant
118219;American;4.1;24;TriBeCa - Downtown;(212) 680-0101;$30 and under;Casual Dining
75070;Italian;4.3;1223;NoHo;(212) 837-2622 e;$31 to $50;Casual Elegant
95215;Seafood;4.5;325;Union Square;(212) 675-9500;$31 to $50;Casual Elegant
91063;American;4.6;901;Simsbury;(860) 651-5500;$31 to $50;Casual Elegant
151681;Contemporary American;3.7;25;Upper East Side;(212) 705-3800;$31 to $50;Casual Dining
78097;Contemporary American;4.4;552;Old Bridge;(732) 707-4800;$31 to $50;Casual Dining
108934;Latin / Spanish;4.0;40;Woodside;(718) 565-6454;$30 and under;Casual Elegant
56593;Contemporary American;4.6;388;Jersey City;(201) 413-0060;$31 to $50;Casual Elegant
105115;American;4.4;249;Bayport;(631) 472-1868;$30 and under;Casual Dining
2654;Steak;4.0;1352;Midtown West;(212) 244-0005;$31 to $50;Casual Elegant
85483;Japanese;4.0;129;TriBeCa - Downtown;(212) 233-3287;$30 and under;Casual Dining
